Datetime,Tweet Id,Text,Username,total_length_characters,total_count_words,Sentiment,Length,Word_counts
2022-03-19 20:15:53+00:00,1505276895268466688,would fox news busi prais osama bin laden  foxnewsfascistpropaganda foxnewshatesamerica foxnew foxnew russianukrainianwar russiaukraineconflict russiainvadedukrain putinwarcrim putin putinwarcrimin ukrainerussiawar ,SteveKaye,215,19,0,215,19
2022-03-19 20:14:09+00:00,1505276459711176707,russian armi huge troubl invas continu come attack weapon like “shoot fish barrel” come mind russia russianukrainianwar ,JustTintage,120,17,1,120,17
2022-03-19 20:13:35+00:00,1505276318534885376,real courag russianukrainianwar russiaukraineconflict russiainvadedukrain putinwarcrim putin putinwarcrimin ukrainerussiawar ,SteveKaye,125,9,1,125,9
2022-03-19 20:13:10+00:00,1505276212972769283,russianukrainianwar ,irishforisrael1,20,1,0,20,1
2022-03-19 20:12:54+00:00,1505276145608110080,russiainvadedukrain russianukrainianwar ukrain russia must deal american direct n stop beat ukrain real war let deal american nato nation,MathivhaDakaloo,137,19,1,137,19
2022-03-19 20:12:49+00:00,1505276124758163458,до уваги батьків які тимчасово переїхали з дітьми до одесиrussianukrainianwar ,OD_Sonya_UA,78,10,0,78,10
2022-03-19 20:12:48+00:00,1505276119792209921,η ενημέρωση στην ελληνική τηλεόρασηrussianukrainianwar μμεξεφτιλες ,Left__winger,67,6,0,67,6
2022-03-19 20:12:08+00:00,1505275952275902465,west must normalis relat putin say bori johnson im sure long bori abl go without beg putin oilrussia russianukrainianwar  russiainvadedukrain ukrain russian putinswar putinhitl johnson   ,MikeyMcculloch,187,25,1,187,25
2022-03-19 20:12:07+00:00,1505275947892850690,“abbiamo chiuso gli occhi quando hanno avvelenato navalni ammazzato russi che stavano londra la cosa grave è che la dipendenza dal gas russo  è cresciuta modo abnorm   “pierferdinando casini inonda russianukrainianwar russiaukrainecrisi,paoloangeloRF,236,32,0,236,32
2022-03-19 20:11:42+00:00,1505275843303469059,russianukrainianwar russiaukraineconflict russiainvadedukrain putinwarcrim putin putinwarcrimin ukrainerussiawar ,SteveKaye,113,7,0,113,7
2022-03-19 20:11:39+00:00,1505275830590652420,nato russianukrainianwar ,Antonina_m_g,25,2,0,25,2
2022-03-19 20:11:32+00:00,1505275802014920713,russian militari seem show act kind merci toward civiliansrussianukrainianwar ,LeighCBrandt,78,9,1,78,9
2022-03-19 20:11:23+00:00,1505275762840121350,воздушный бой возле черниговаnomerci украина  russianukrainianwar ,Ukrainianwar1,66,6,0,66,6
2022-03-19 20:11:19+00:00,1505275746847272977, kmajchlerz zastanawiam się nie wiem co chodzi dlaczego ludziom odjebało na punkci tej wojni czemu dla siebi nie jesteśmi taci mili uczynniwhi russianukrainianwartwój tweet,Magda930051335,172,24,0,172,24
2022-03-19 20:10:56+00:00,1505275649036062722,possibl technolog dispos still cant locat malaysia airlin flight  russianukrainianwar ,Radebe_Teejay,86,10,0,86,10
2022-03-19 20:10:20+00:00,1505275501643976711, american men invad  countri  year kill  million civilian one call war crimin russianukrainianwar russiainvadedukrain  worldwariii ,qadeer_bhati,131,15,0,131,15
2022-03-19 20:10:19+00:00,1505275497705619461,russia war ukrain driven “devast madness” switzerland prepar pay price defend freedom democraci swiss presid ignazio cassi said saturday  russianukrainianwar ukraineunderattaсk ,KyivPost,177,21,0,177,21
2022-03-19 20:10:08+00:00,1505275451626995713,foreign donor clinton foundationχορηγία ελλάδας στο ίδρυμα κλίντονμητσοτακης μμεξεφτιλες μητσοτακη πολεμοςστηνουκρανια ουκρανίαukrain ukrainerussianwar russia russianukrainianwar russiaukrain ,AcademicLounge,192,16,-1,192,16
2022-03-19 20:10:02+00:00,1505275424984952833, dragonbal dragonballz dragonballsup vegeta goku anim sketch dccomic shib shibarmi btc bitcoin ukrainerussiawar russianukrainianwar ukrian istandwithrussia standwithukraine️ ukraineunderattaсk  ,DragonBallTee,194,18,0,194,18
2022-03-19 20:09:48+00:00,1505275364565786636,гуманитарный груз оккупанты тоже разворовали и начали толкать под видом гуманитарки из россии чтобы создать картинку для пропагандистских сми‼️putinwarcrimin russiainvadedukrain stoprussia russianukrainianwar,numen_echo,208,22,0,208,22
2022-03-19 20:09:47+00:00,1505275360820305928,hungari budapest russiainvadesukrain russianukrainianwar ,dany19th,57,4,0,57,4
2022-03-19 20:09:31+00:00,1505275293589778440,famous author  book rich dad poor dad robert kiyosaki predict end us dollar usd  said russianukrainianwar  given rise crypto “a safer asset govern fake fiat money” btc bitcoin cryptocurr crypto,AXE_Finance82,193,30,-1,193,30
2022-03-19 20:09:27+00:00,1505275278700032017,russian report panicbuy amid food shortag concern due ukrain invas russianukrainianwar  ukrainerussianwar ,AmericanNewsFo2,106,12,-1,106,12
2022-03-19 20:09:24+00:00,1505275266863558656,sound good russianukrainianwar russiaukraineconflict russiainvadedukrain putinwarcrim putin putinwarcrimin ukrainerussiawar ,SteveKaye,124,9,1,124,9
2022-03-19 20:09:03+00:00,1505275178443542529,broadcast yesterday putinsnazir moscow russianpropaganda use footag  rallystandwithukraine️ ukraineunderattack russiainvadedukrain terrorussia putinisawarcrimin stopputin russianukrainianwar russiagohom нетвойне россиясмотри ,olex_scherba,225,17,0,225,17
2022-03-19 20:09:03+00:00,1505275175067176963,alreadi offici  neonazi ukraineinsid azov neonazi brigad kill russian general play pr game ukrain war  russiaukrainecrisi russianukrainianwar russian ukrainerussianwar russianukraineconflict ukrain,VesselinPetkov,197,21,-1,197,21
2022-03-19 20:09:00+00:00,1505275164082253829,моя україна зараз очима іранського художника alireza karimi moghaddamrussianukrainianwar standwithukrian ,OD_Sonya_UA,105,10,0,105,10
2022-03-19 20:08:52+00:00,1505275130318147591,it time end russian invas ukrain russiainvadedukrain russianukrainianwar ukraineunderattack zelenskyy genius ,biderman,109,11,0,109,11
2022-03-19 20:08:40+00:00,1505275081609555968,wait trucker convey wast lot gas help increas gas price help russia lot russianukrainianwar russiaukraineconflict russiainvadedukrain putinwarcrim putin putinwarcrimin ukrainerussiawar ,SteveKaye,185,20,0,185,20
2022-03-19 20:08:40+00:00,1505275079567056906,russianukrainianwar russia ukrainerussianwar ,FerLuizaFag,45,3,0,45,3
2022-03-19 20:08:25+00:00,1505275019085049856,swedish  mercinari markus fredriksson survivor  russian attack camp ukranian polish border destert war escap polandrussianukrainianwar russiaukrainewar russiaukraineconflict russiaukrainecrisi ,iamavikjordan,193,18,0,193,18
2022-03-19 20:08:22+00:00,1505275003608182788,guerra suja desumana russianukrainianwar ,josecirilo2,41,4,0,41,4
2022-03-19 20:08:11+00:00,1505274960910196736,accord council mariupol near destroy russian russian soldier forcibl move thousand local russia russian take away passportsphon amp move local far russia far east work updat follow russianukrainianwar anna,KatapultUkraine,205,29,1,205,29
2022-03-19 20:07:26+00:00,1505274768823623682,comienza la información de rri en castellano según est medio se estima en mas de  los refugiado en territorio rumano 🇺🇦🇪🇸🇷🇴russianukrainianwar ucraniarussiaradioaficion hamradio amateurradio radioescucha swl ondacorta shortwav sdrsharp airspi ,eb1tr,243,30,0,243,30
2022-03-19 20:07:11+00:00,1505274706051715076,girl went picket detain manezhnaya squar russia ukraine️ russianukrainianwar resist ,TmogTmog,84,10,0,84,10
2022-03-19 20:06:56+00:00,1505274645876027393,ukrainian rescuer ask set fire grass anim suffer 😞now everyonerussia ukrain ukraineunderattack russianukrainianwar ,PXP_IS_SCAM,115,13,0,115,13
2022-03-19 20:06:25+00:00,1505274512652136453,yes war crimin russianukrainianwar russiaukraineconflict russiainvadedukrain putinwarcrim putin putinwarcrimin ukrainerussiawar ,SteveKaye,128,10,0,128,10
